"Name_clean","Name","Count","source","lat","lon","matched_name","in_sweden","county"
"Gävleborgs län :","Gävleborgs län :",1,"https://www.wikidata.org//wiki/Q103699","60.7805555555556","16.6552777777778","Gävleborg County",1,"Gävleborg"
"Gävleborgs läns","Gävleborgs läns",36,"geocode","61.5","16.25","Gävleborg County",1,"Gävleborg"
"Gävleborgs Nr","Gävleborgs Nr",1,"https://www.wikidata.org//wiki/Q18202399","61.6244211111111","17.4696138888889","Hölick",1,"Gävleborg"
"Gävleborgsl län","Gävleborgsl län",1,"geocode","61.5","16.25","Gävleborg County",1,"Gävleborg"
"Gävlebors län","Gävlebors län",1,"geocode","61.5","16.25","Gävleborg County",1,"Gävleborg"
"Gävleborts län","Gävleborts län",1,"geocode","61.5","16.25","Gävleborg County",1,"Gävleborg"
"Gävlebro","Gävlebro",1,"https://www.wikidata.org//wiki/Q2743968","60.6488888888889","17.1188888888889","Gävlebro",1,"Gävleborg"
"Gävles","Gävles",29,"https://www.wikidata.org//wiki/Q510010","60.6666666666667","17.1666666666667","Gävle Municipality",1,"Gävleborg"
"Gävles högskola","Gävles högskola",2,"https://www.wikidata.org//wiki/Q5625923","60.6669444444444","17.1180555555556","University of Gävle",1,"Gävleborg"
"GävleSandviken","GävleSandviken",1,"https://www.wikidata.org//wiki/Q5625920","60.5944444444444","16.9511111111111","Gävle-Sandviken Airport",1,"Gävleborg"
"Gävlveborgs län","Gävlveborgs län",1,"geocode","61.5","16.25","Gävleborg County",1,"Gävleborg"
"Gävunda","Gävunda",1,"geonames_unique","60.78333","14.16667","Gävunda",1,"Dalarna"
"Geijersdal","Geijersdal",1,"geonames_unique","59.59885","13.97289","Geijersdal",1,"Värmland"
"Geijersgården","Geijersgården",3,"geonames_unique","59.75","13.43306","Geijersgården",1,"Värmland"
"Gemträsk","Gemträsk",1,"geonames_unique","65.88333","22.01667","Gemträsk",1,"Norrbotten"
"Genarp","Genarp",1,"https://www.wikidata.org//wiki/Q277849","55.5990669444444","13.3981961111111","Genarp",1,"Skåne"
"Geneta","Geneta",1,"geonames_unique","59.2","17.58333","Geneta",1,"Stockholm"
"Gerlesborg","Gerlesborg",4,"geonames_unique","58.48333","11.33333","Gerlesborg",1,"Västra Götaland"
"Gerlesborgs konstskolas","Gerlesborgs konstskolas",1,"https://www.wikidata.org//wiki/Q5550943","58.488735","11.3416638888889","Gerlesborg School of Fine Art",1,"Västra Götaland"
"Gerlesborgsskolan","Gerlesborgsskolan",1,"https://www.wikidata.org//wiki/Q5550943","58.488735","11.3416638888889","Gerlesborg School of Fine Art",1,"Västra Götaland"
"Gerum","Gerum",1,"https://www.wikidata.org//wiki/Q10504511","57.2944388888889","18.3294388888889","Gerum socken",1,"Gotland"
"Gesunda","Gesunda",1,"geonames_unique","60.88593","14.54839","Gesunda",1,"Dalarna"
"Gesunden","Gesunden",6,"geonames_unique","63.15135","15.91264","Gesunden",1,"Jämtland"
"Gesunden","Gesunden.",1,"geonames_unique","63.15135","15.91264","Gesunden",1,"Jämtland"
"Getaren","Getaren",11,"geonames_unique","59.15719","17.87561","Getaren",1,"Stockholm"
"Getaren","- Getaren",1,"geonames_unique","59.15719","17.87561","Getaren",1,"Stockholm"
"Getinge","Getinge",15,"geonames_unique","56.81667","12.73333","Getinge",1,"Halland"
"Gide älv","Gide älv",2,"https://www.wikidata.org//wiki/Q1523173","63.3291666666667","19.1375","Gide River",1,"Västernorrland"
"Gideå","Gideå",1,"https://www.wikidata.org//wiki/Q586790","63.48149","18.9723288888889","Gideå",1,"Västernorrland"
"Gideälv","Gideälv",2,"geocode","63.33333","19.13333","Gideälven",1,"Västernorrland"
"Gideälven","Gideälven",10,"geonames_unique","63.33333","19.13333","Gideälven",1,"Västernorrland"
"Gillberga","Gillberga",11,"https://www.wikidata.org//wiki/Q10504904","59.3214583333333","12.77825","Gillberga",1,"Värmland"
"Gillberga socken","Gillberga socken",1,"geocode","59.34289","12.80129","Gillberga socken",1,"Värmland"
"Gillersklack","Gillersklack.",1,"geonames_unique","59.91667","15.05","Gillersklack",1,"Orebro"
"Gimån","Gimån",1,"https://www.wikidata.org//wiki/Q5562795","62.475","16.3263888888889","Gimån",1,"Västernorrland"
"Gimo","Gimo",106,"https://www.wikidata.org//wiki/Q3470033","60.1722430555556","18.1803061111111","Gimo",1,"Uppsala"
"Gislaved","Gislaved",208,"https://www.wikidata.org//wiki/Q1021557","57.29963","13.5635888888889","Gislaved",1,"Jönköping"
"GislavedJönköping","GislavedJönköping",1,"https://www.wikidata.org//wiki/Q505259","57.3","13.5333333333333","Gislaved Municipality",1,"Jönköping"
"Gislaveds","Gislaveds",14,"https://www.wikidata.org//wiki/Q505259","57.3","13.5333333333333","Gislaved Municipality",1,"Jönköping"
"Gislaveds kommun","Gislaveds kommun",6,"https://www.wikidata.org//wiki/Q505259","57.3","13.5333333333333","Gislaved Municipality",1,"Jönköping"
"Gisselås","Gisselås",1,"geonames_unique","63.68333","15.36667","Gisselås",1,"Jämtland"
"Gisshult","Gisshult",1,"geonames_unique","57.13333","14.85","Gisshult",1,"Kronoberg"
"Gisslingö","Gisslingö",1,"geonames_unique","59.78333","19.16667","Gisslingö",1,NA
"Gistad","Gistad",1,"https://www.wikidata.org//wiki/Q2021488","58.4663469444444","15.8928688888889","Gistad",1,"Östergötland"
"Gläborg","Gläborg",7,"geonames_unique","58.48333","11.56667","Gläborg",1,"Västra Götaland"
"Gladö kvarn","Gladö kvarn",1,"https://www.wikidata.org//wiki/Q1909868","59.1926119444444","17.9838988888889","Gladö kvarn",1,"Stockholm"
"Gladökvarn","Gladökvarn",1,"https://www.wikidata.org//wiki/Q3360973","59.1838888888889","17.9716666666667","Kvarnsjön",1,"Stockholm"
"Glafsfjorden","Glafsfjorden",7,"geonames_unique","59.56667","12.61667","Glafsfjorden",1,"Värmland"
"Glafsfjordens","Glafsfjordens",3,"https://www.wikidata.org//wiki/Q106710214","59.6241888888889","12.5969194444444","Glafsfjorden, Ingestrand",1,"Värmland"
"Glänninge","Glänninge",1,"https://www.wikidata.org//wiki/Q10506413","56.4988888888889","13.0511111111111","Glänninge sjö",1,"Halland"
"Glanshammars","Glanshammars",1,"https://www.wikidata.org//wiki/Q10505247","59.3205111111111","15.4043388888889","Glanshammars gravfält",1,"Orebro"
"glasbruk","glasbruk",1,"https://www.wikidata.org//wiki/Q10500967","58.1166666666667","13.1166666666667","Fåglaviks glasbruk",1,"Västra Götaland"
"Glaskogen","Glaskogen",1,"https://www.wikidata.org//wiki/Q1529632","59.4891111111111","12.4108888888889","Glaskogen",1,"Värmland"
"Glava","Glava",8,"https://www.wikidata.org//wiki/Q2089495","59.5534869444444","12.5641530555556","Glava",1,"Värmland"
"Glimåkra","Glimåkra",12,"https://www.wikidata.org//wiki/Q954385","56.3057888888889","14.136765","Glimåkra",1,"Skåne"
"Glimmingehus","Glimmingehus",3,"geonames_unique","55.5","14.21667","Glimmingehus",1,"Skåne"
"Globen","Globen",118,"https://www.wikidata.org//wiki/Q32926","59.2936111111111","18.0831944444444","Avicii Arena",1,"Stockholm"
"Globen","Globenområdet",2,"https://www.wikidata.org//wiki/Q32926","59.2936111111111","18.0831944444444","Avicii Arena",1,"Stockholm"
"Globen Arena","Globen Arena",8,"https://www.wikidata.org//wiki/Q32926","59.2936111111111","18.0831944444444","Avicii Arena",1,"Stockholm"
"Globens","Globens",2,"https://www.wikidata.org//wiki/Q7538081","59.2936111111111","18.0830611111111","Skyview",1,"Stockholm"
"Glommen","Glommen",2,"https://www.wikidata.org//wiki/Q2792187","56.9346711111111","12.3669011111111","Glommen",1,"Halland"
"Glommersträsk","Glommersträsk",3,"geonames_unique","65.26202","19.63943","Glommersträsk",1,"Norrbotten"
"Glömminge","Glömminge",12,"https://www.wikidata.org//wiki/Q10506425","56.7188","16.5433880555556","Glömminge",1,"Kalmar"
"Glössbo","Glössbo",2,"https://www.wikidata.org//wiki/Q1944572","61.3515488888889","16.6946361111111","Glössbo",1,"Gävleborg"
"Gnarp","Gnarp",18,"https://www.wikidata.org//wiki/Q1018412","62.0505588888889","17.2413180555556","Gnarp",1,"Gävleborg"
"Gnesta","Gnesta",115,"https://www.wikidata.org//wiki/Q1025938","59.0467561111111","17.30757","Gnesta",1,"Södermanland"
"Gnesta kommun","Gnesta kommun",1,"https://www.wikidata.org//wiki/Q239332","59.0475","17.3122222222222","Gnesta Municipality",1,"Södermanland"
"Gnesta station","Gnesta station",2,"https://www.wikidata.org//wiki/Q11972254","59.0333333333333","17.3","Gnesta station",1,"Södermanland"
"Gnestas","Gnestas",1,"https://www.wikidata.org//wiki/Q239332","59.0475","17.3122222222222","Gnesta Municipality",1,"Södermanland"
"Gnosjö","Gnosjö",247,"https://www.wikidata.org//wiki/Q509609","57.3666666666667","13.7333333333333","Gnosjö Municipality",1,"Jönköping"
"Gnosjö","Gnosjöområdet",8,"https://www.wikidata.org//wiki/Q509609","57.3666666666667","13.7333333333333","Gnosjö Municipality",1,"Jönköping"
"Gnosjö","Gnosjöregionen",31,"https://www.wikidata.org//wiki/Q509609","57.3666666666667","13.7333333333333","Gnosjö Municipality",1,"Jönköping"
"Gnosjö kommun","Gnosjö kommun",9,"https://www.wikidata.org//wiki/Q509609","57.3666666666667","13.7333333333333","Gnosjö Municipality",1,"Jönköping"
"Gnosjö kommuns","Gnosjö kommuns",1,"geocode","57.36225","13.80491","Gnosjö Kommun",1,"Jönköping"
"Gö","Gö",2,"geonames_unique","56.13333","15.3","Gö",1,NA
"Godegård","Godegård",1,"https://www.wikidata.org//wiki/Q1975596","58.7477380555556","15.1631461111111","Godegård",1,"Östergötland"
"Göinge","Göinge",2,"geonames_unique","56.2","13.83333","Göinge",1,"Skåne"
"Gökhöjden","Gökhöjden.",1,"https://www.wikidata.org//wiki/Q10512636","59.3735669444444","13.1699388888889","Gökhöjden",1,"Värmland"
"Gökstensskolan","Gökstensskolan",1,"https://www.wikidata.org//wiki/Q89193131","59.416","16.476","No label defined",1,"Södermanland"
"Gömmaren","Gömmaren",1,"https://www.wikidata.org//wiki/Q5626593","59.2561944444444","17.9218888888889","Gömmaren Nature Reserve",1,"Stockholm"
"Göran","Göran",28,"geonames_unique","61.63333","12.46667","Göran",1,"Dalarna"
"Göran","Göran.",4,"geonames_unique","61.63333","12.46667","Göran",1,"Dalarna"
"Görans gymnasium","Görans gymnasium",1,"https://www.wikidata.org//wiki/Q10659388","59.3337805555556","18.02535","S:t Görans gymnasium",1,"Stockholm"
"Görans sjukhus","Görans sjukhus.",8,"https://www.wikidata.org//wiki/Q7401336","59.3341944444444","18.0211111111111","Saint George's Hospital",1,"Stockholm"
"Görans sjukhus","Görans sjukhus",53,"https://www.wikidata.org//wiki/Q7401336","59.3341944444444","18.0211111111111","Saint George's Hospital",1,"Stockholm"
"Görans Sjukhus","Görans Sjukhus",9,"https://www.wikidata.org//wiki/Q7401336","59.3341944444444","18.0211111111111","Saint George's Hospital",1,"Stockholm"
"Görans Sjukhus","Görans Sjukhus.",2,"https://www.wikidata.org//wiki/Q7401336","59.3341944444444","18.0211111111111","Saint George's Hospital",1,"Stockholm"
"Gördalen","Gördalen",1,"geonames_unique","61.6","12.48333","Gördalen",1,"Dalarna"
"Görslöv","Görslöv",1,"geonames_unique","55.63333","13.13333","Görslöv",1,"Skåne"
"Göta","Göta",167,"geonames_unique","58.10617","12.15254","Göta",1,"Västra Götaland"
"Göta älv","Göta älv.",34,"https://www.wikidata.org//wiki/Q214748","58.3803780555556","12.3585361111111","Göta älv",1,"Västra Götaland"
"Göta älv","Göta älv",148,"https://www.wikidata.org//wiki/Q214748","58.3803780555556","12.3585361111111","Göta älv",1,"Västra Götaland"
"Göta älv","Göta älv -",1,"https://www.wikidata.org//wiki/Q214748","58.3803780555556","12.3585361111111","Göta älv",1,"Västra Götaland"
"Göta Älv","Göta Älv",1,"geonames_unique","57.69083","11.90556","Göta Älv",1,"Västra Götaland"
"Göta Älvbron","Göta Älvbron",3,"https://www.wikidata.org//wiki/Q1796085","57.7145277777778","11.9669444444444","Götaälvbron",1,"Västra Götaland"
"Göta älvs","Göta älvs",2,"geocode","57.69083","11.90556","Göta Älv",1,"Västra Götaland"
"Göta bruk","Göta bruk",3,"https://www.wikidata.org//wiki/Q120837482","56.3463055555556","14.0322222222222","Manufakturverket Göta bruk",1,"Skåne"
"Göta Bruk","Göta Bruk.",1,"https://www.wikidata.org//wiki/Q120837482","56.3463055555556","14.0322222222222","Manufakturverket Göta bruk",1,"Skåne"
"Göta Bruk","Göta Bruk",14,"https://www.wikidata.org//wiki/Q120837482","56.3463055555556","14.0322222222222","Manufakturverket Göta bruk",1,"Skåne"
"Göta kanal","Göta kanal",110,"geonames_unique","58.54434","15.06226","Göta kanal",1,"Östergötland"
"Göta kanal","Göta kanal.",35,"geonames_unique","58.54434","15.06226","Göta kanal",1,"Östergötland"
"Göta Kanal","Göta Kanal",1,"geonames_unique","58.83333","13.96667","Göta Kanal",1,"Västra Götaland"
"Göta kanals","Göta kanals",5,"geocode","58.54434","15.06226","Göta kanal",1,"Östergötland"
"Göta trängregementes","Göta trängregementes",1,"https://www.wikidata.org//wiki/Q65197631","59.5197038888889","15.0183430555556","Göta Train Regiments' Company in Nora",1,"Orebro"
"Götaälvbron","Götaälvbron.",2,"https://www.wikidata.org//wiki/Q1796085","57.7145277777778","11.9669444444444","Götaälvbron",1,"Västra Götaland"
"Götaälvbron","Götaälvbron",13,"https://www.wikidata.org//wiki/Q1796085","57.7145277777778","11.9669444444444","Götaälvbron",1,"Västra Götaland"
"Götaland","Götalandsregionen",2,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götaland","sydöstra Götaland",1,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götaland","Götaland.",4,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götaland","Götalandsregionen.",1,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götaland","Götaland",198,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götaland","sydöstra Götaland.",1,"geonames_unique","57.5","14.5","Götaland",1,"Jönköping"
"Götalands","Götalands",14,"https://www.wikidata.org//wiki/Q103093","58.2169444444444","11.7333333333333","Västra Götaland County",1,"Västra Götaland"
"Götalands","- Götalands",1,"https://www.wikidata.org//wiki/Q103093","58.2169444444444","11.7333333333333","Västra Götaland County",1,"Västra Götaland"
"Götalands län","Götalands län.",2,"geocode","58","13","Västra Götaland County",1,"Västra Götaland"
"Götalands län","Götalands län",12,"geocode","58","13","Västra Götaland County",1,"Västra Götaland"
"Götaplatsen","Götaplatsen.",1,"https://www.wikidata.org//wiki/Q1559698","57.6971694444444","11.9795805555556","Götaplatsen",1,"Västra Götaland"
"Götaplatsen","Götaplatsen",11,"https://www.wikidata.org//wiki/Q1559698","57.6971694444444","11.9795805555556","Götaplatsen",1,"Västra Götaland"
"Götatunneln","Götatunneln",2,"https://www.wikidata.org//wiki/Q845492","57.7111111111111","11.9675","Götatunneln",1,"Västra Götaland"
"Götaverken","Götaverken",166,"geonames_unique","57.70917","11.93694","Götaverken",1,"Västra Götaland"
"Götaverken Arendal","Götaverken Arendal",29,"https://www.wikidata.org//wiki/Q1559702","57.7091694444444","11.9369388888889","Götaverken",1,"Västra Götaland"
"Götaverken Arendal","Götaverken Arendal.",4,"https://www.wikidata.org//wiki/Q1559702","57.7091694444444","11.9369388888889","Götaverken",1,"Västra Götaland"
"Götaverken Cityvarvet","Götaverken Cityvarvet",3,"https://www.wikidata.org//wiki/Q18287543","57.71","11.952","Cityvarvet",1,"Västra Götaland"
"Götaverken Cityvarvet","Götaverken Cityvarvet.",1,"https://www.wikidata.org//wiki/Q18287543","57.71","11.952","Cityvarvet",1,"Västra Götaland"
"Götaverkens","Götaverkens",9,"https://www.wikidata.org//wiki/Q1559702","57.7091694444444","11.9369388888889","Götaverken",1,"Västra Götaland"
"göteborg","göteborgsregionen",2,"https://www.wikidata.org//wiki/Q25287","57.7075","11.9675","Gothenburg",1,"Västra Götaland"
"Göteborg","Göteborgsområdet.",40,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","centrala Göteborg.",16,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","- och Göteborgsregionen.",1,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborgsområdet",173,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborg 1.",1,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborgsområdets",6,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborgsregionen",559,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborg 1",2,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","- och Göteborgsområdet",1,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","centrala Göteborg",37,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborg.",71,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborgsregionen.",10,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborg",16307,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg","Göteborgsregionens",52,"geonames_unique","57.70716","11.96679","Göteborg",1,"Västra Götaland"
"Göteborg City Airport","Göteborg City Airport.",1,"https://www.wikidata.org//wiki/Q844281","57.7755611111111","11.8705611111111","Gothenburg City Airport",1,"Västra Götaland"
"göteborg kommuner","göteborgsregionens kommuner",1,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborg kommuner","Göteborgsregionens kommuner",2,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborg Tekniska Gymnasium","Göteborgsregionens Tekniska Gymnasium",1,"https://www.wikidata.org//wiki/Q89193449","57.7211111111111","11.8388888888889","No label defined",1,"Västra Götaland"
"GöteborgLandvetter","GöteborgLandvetter",2,"https://www.wikidata.org//wiki/Q1137115","57.66","12.2911111111111","Gothenburg-Landvetter Airport",1,"Västra Götaland"
"Göteborgs","Göteborgs",1404,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs.",1,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs centrum.",6,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs innerstad",12,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs innerstad.",3,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs centrum",8,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs","Göteborgs och",60,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs Bohus","Göteborgs och Bohus",4,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs Bohus län","Göteborgs och Bohus län",152,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs Bohus län","Göteborgs - och Bohus län",1,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs Bohus län","Göteborgs och Bohus län.",12,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs Bohus läns","Göteborgs och Bohus läns",3,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs Bohuslän","Göteborgs och Bohuslän",3,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs botaniska trädgård","Göteborgs botaniska trädgård",8,"https://www.wikidata.org//wiki/Q956772","57.6828805555556","11.9503888888889","Gothenburg Botanical Garden",1,"Västra Götaland"
"Göteborgs central","Göteborgs central.",3,"https://www.wikidata.org//wiki/Q54326","57.7088888888889","11.9733333333333","Gothenburg Central Station",1,"Västra Götaland"
"Göteborgs central","Göteborgs central",11,"https://www.wikidata.org//wiki/Q54326","57.7088888888889","11.9733333333333","Gothenburg Central Station",1,"Västra Götaland"
"Göteborgs centralstation","Göteborgs centralstation",1,"https://www.wikidata.org//wiki/Q54326","57.7088888888889","11.9733333333333","Gothenburg Central Station",1,"Västra Götaland"
"Göteborgs centralstation","Göteborgs centralstation.",1,"https://www.wikidata.org//wiki/Q54326","57.7088888888889","11.9733333333333","Gothenburg Central Station",1,"Västra Götaland"
"Göteborgs city","Göteborgs city",2,"https://www.wikidata.org//wiki/Q10512911","57.7045805555556","11.9652277777778","Göteborg City",1,"Västra Götaland"
"Göteborgs city","Göteborgs city.",2,"https://www.wikidata.org//wiki/Q10512911","57.7045805555556","11.9652277777778","Göteborg City",1,"Västra Götaland"
"Göteborgs domkyrka","Göteborgs domkyrka",4,"https://www.wikidata.org//wiki/Q1236650","57.7044444444444","11.9652777777778","Gothenburg Cathedral",1,"Västra Götaland"
"Göteborgs domkyrka","Göteborgs domkyrka.",2,"https://www.wikidata.org//wiki/Q1236650","57.7044444444444","11.9652777777778","Gothenburg Cathedral",1,"Västra Götaland"
"Göteborgs flygplats","Göteborgs flygplats",1,"https://www.wikidata.org//wiki/Q1137115","57.66","12.2911111111111","Gothenburg-Landvetter Airport",1,"Västra Götaland"
"Göteborgs hamn","Göteborgs hamn.",29,"geocode","57.7","11.95","Göteborgs Hamn",1,"Västra Götaland"
"Göteborgs hamn","Göteborgs hamn",177,"geocode","57.7","11.95","Göteborgs Hamn",1,"Västra Götaland"
"Göteborgs Hamn","Göteborgs Hamn.",4,"geonames_unique","57.7","11.95","Göteborgs Hamn",1,"Västra Götaland"
"Göteborgs Hamn","Göteborgs Hamn",19,"geonames_unique","57.7","11.95","Göteborgs Hamn",1,"Västra Götaland"
"Göteborgs hamns","Göteborgs hamns",11,"geocode","57.7","11.95","Göteborgs Hamn",1,"Västra Götaland"
"Göteborgs handelshögskola","Göteborgs handelshögskola",2,"https://www.wikidata.org//wiki/Q1064735","57.6972222222222","11.9611111111111","School of Business, Economics and Law",1,"Västra Götaland"
"Göteborgs högre samskola","Göteborgs högre samskola",38,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs högre samskola","Göteborgs högre samskola.",2,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs Högre samskola","Göteborgs Högre samskola",2,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs Högre Samskola","Göteborgs Högre Samskola",7,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs högskola","Göteborgs högskola",5,"geocode","57.68945","11.97394","Chalmers tekniska högskola",1,"Västra Götaland"
"Göteborgs högskola","Göteborgs högskola.",2,"geocode","57.68945","11.97394","Chalmers tekniska högskola",1,"Västra Götaland"
"Göteborgs kommun","Göteborgs kommun",460,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs kommun","Göteborgs kommun.",55,"https://www.wikidata.org//wiki/Q52502","57.7","11.9333333333333","Gothenburg Municipality",1,"Västra Götaland"
"Göteborgs kommuner","Göteborgs kommuner.",3,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs kommuner","Göteborgs kommuner",10,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs kommuners","Göteborgs kommuners",1,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs kommuns","Göteborgs kommuns",20,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs konserthus","Göteborgs konserthus",1,"https://www.wikidata.org//wiki/Q657966","57.6966944444444","11.9785833333333","Gothenburg Concert Hall",1,"Västra Götaland"
"Göteborgs Konsthall","Göteborgs Konsthall",1,"https://www.wikidata.org//wiki/Q3068223","57.6966666666667","11.9794444444444","Göteborgs konsthall",1,"Västra Götaland"
"Göteborgs konstmuseum","Göteborgs konstmuseum",2,"https://www.wikidata.org//wiki/Q1992004","57.6963888888889","11.9805555555556","Gothenburg Museum of Art",1,"Västra Götaland"
"Göteborgs län","Göteborgs län.",6,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs län","Göteborgs län",8,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs museum","Göteborgs museum",1,"https://www.wikidata.org//wiki/Q1992004","57.6963888888889","11.9805555555556","Gothenburg Museum of Art",1,"Västra Götaland"
"Göteborgs operahus","Göteborgs operahus",1,"https://www.wikidata.org//wiki/Q2510029","57.7111111111111","11.9641666666667","Göteborgsoperan",1,"Västra Götaland"
"Göteborgs region","Göteborgs region",3,"https://www.wikidata.org//wiki/Q579801","58.25","11.5833333333333","Gothenburg and Bohus County",1,"Västra Götaland"
"Göteborgs samskola","Göteborgs samskola",2,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs Samskola","Göteborgs Samskola",3,"https://www.wikidata.org//wiki/Q5626728","57.7114305555556","11.9906611111111","Göteborgs Högre Samskola",1,"Västra Götaland"
"Göteborgs sjöfartsmuseum","Göteborgs sjöfartsmuseum",1,"https://www.wikidata.org//wiki/Q3330639","57.6990277777778","11.9320833333333","The Maritime Museum and Aquarium",1,"Västra Götaland"
"Göteborgs södra","Göteborgs södra",8,"https://www.wikidata.org//wiki/Q10475816","57.7","11.95","Domkyrkoförsamlingen in Göteborg",1,"Västra Götaland"
"Göteborgs södra skärgård","Göteborgs södra skärgård",26,"https://www.wikidata.org//wiki/Q2746725","57.6166666666667","11.7833333333333","Archipelago of Gothenburg",1,NA
"Göteborgs södra skärgård","Göteborgs södra skärgård.",2,"https://www.wikidata.org//wiki/Q2746725","57.6166666666667","11.7833333333333","Archipelago of Gothenburg",1,NA
"Göteborgs stad","Göteborgs stad.",17,"geonames_unique","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs stad","Göteborgs stad",140,"geonames_unique","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs stads","Göteborgs stads",11,"geocode","57.72288","11.94577","Göteborgs stad",1,"Västra Götaland"
"Göteborgs stadskontor","Göteborgs stadskontor",3,"geocode","57.69736","11.98013","Göteborgs Stadsteater",1,"Västra Götaland"
"Göteborgs stadsteater","Göteborgs stadsteater.",3,"https://www.wikidata.org//wiki/Q3118440","57.6975","11.9805","Gothenburg City Theatre",1,"Västra Götaland"
